År;Månad;Företag;M;L (FP);C;KD;S;V;MP;SD;Övriga;M FP C KD (1);S V MP (2);(1) - (2);Osäkra;Publicerad;Intervjperiod;Intervjuer (Bas);FI;PP;Intervjuer (Totalt);
2013;April;Skop;30,2;6,6;4,2;2,5;32;6,3;8,3;7,4;2,5;43,5;46,6;-3,1;7;17 april;26 mars - 11 april;1 059;;;;
2013;April;Sifo;27,9;5,4;3,5;3,6;34,4;7;8,9;8;1,3;40,4;50,3;-9,9;13,2;14 april;2 - 11 april;1 923;;;;
2013;April;YouGov;28,4;5,9;2,7;4,3;31,9;5,9;8,6;10,8;1,5;41,3;46,4;-5,1;;8 april;6 mars - 2 april;1 428;;;;
2013;April;Demoskop;27,4;6,9;4;3,6;32,7;5,9;9,3;9,2;1;41,9;47,9;-6,0;14,6;5 april;26 mars - 3 april;1 250;;;;
2013;April;Ipsos;28;5,6;3,8;4;34,6;5,5;9,2;8;1,1;41,4;49,4;-8,0;20,8;1 april;7 - 26 mars;2 167;;;;
;;;;;;;;;;;;;;;;;;;;;;
2013;Mars;Novus;28,3;6,2;3,3;3,7;32,1;6,3;9,6;9,1;1,4;41,5;48,0;-6,5;18,3;28 mars;25 feb - 24 mars;2 000;;;;
2013;Mars;Sentio Research;26,5;6,1;4,4;3,4;29;7,4;10,3;12,3;0,5;40,4;46,7;-6,3;;21 mars;;1 046;;;;
2013;Mars;United Minds;25,9;6,2;4,3;4,6;31,6;7,8;7,9;10,3;1,3;41,0;47,3;-6,3;11,7;18 mars;17 feb - 17 mars;1 158;;;;
2013;Mars;Sifo;27,3;5,6;3,8;3,3;35;5,4;9,3;9;1,4;40,0;49,7;-9,7;13,9;17 mars;4 - 14 mars;1 927;;;;
2013;Mars;YouGov;28,7;6,5;3,4;2,6;30,5;5,7;9,2;12,6;0,8;41,2;45,4;-4,2;;11 mars;6 feb - 5 mars;1 425;;;;
2013;Mars;Demoskop;27,8;5,4;3,0;3,4;32,3;6,2;9,6;11,0;1,3;39,6;48,1;-8,5;17,8;8 mars;26 feb - 6 mars;1 251;;;;
2013;Mars;Skop;29,5;8,0;4,3;3,9;32,9;5,8;8,2;7,3;0,1;45,7;46,9;-1,2;9;8 mars;19 feb - 6 mars;1 022;;;;
2013;Mars;Ipsos;28,1;5,2;3,8;4,2;33,1;5,5;9,1;10,2;0,8;41,3;47,7;-6,4;21,9;2 mars;7 - 26 feb;2 122;;;;
;;;;;;;;;;;;;;;;;;;;;;
2013;Februari;Novus;29,1;5,2;3,4;3,5;31,9;6,6;9,1;10,2;1;41,2;47,6;-6,4;16,8;28 feb;28 jan - 24 feb;2 000;;;;
2013;Februari;United Minds;27,6;4,7;4;3,3;32,9;6,2;9;11,1;1,2;39,6;48,1;-8,5;10,9;18 feb;21 jan - 16 feb;1 139;;;;
2013;Februari;Sifo;29;6,2;3,6;3,6;31,3;5,7;11;8,5;1,2;42,4;48,0;-5,6;13;17 feb;4 - 14 feb;1 928;;;;
2013;Februari;Sentio Research;27,6;6,4;3,7;3,7;30,7;6,6;7,8;13,1;0,6;41,4;45,1;-3,7;23,8;14 feb;5 - 12 feb;1 044;;;;
2013;Februari;Demoskop;29,4;6,5;3,4;4,4;31,9;5,8;8,5;9,6;0,7;43,6;46,2;-2,6;19,2;11 feb;29 jan - 6 feb;1 272;;;;
2013;Februari;YouGov;28,8;5,8;3,3;3,5;31,3;5,4;9,7;11,5;0,8;41,4;46,4;-5,0;;11 feb;9 jan - 5 feb;1 426;;;;
2013;Februari;Ipsos;32,3;7,2;3,3;3,2;29,8;5,9;8,6;9;0,7;46,0;44,4;1,6;21,7;4 feb;10 - 29 jan;2 083;;;;
;;;;;;;;;;;;;;;;;;;;;;
2013;Januari;Novus;29,7;5,8;4,1;3,8;31,5;5,5;9,3;9,4;0,9;43,4;46,3;-2,9;15,1;31 jan;2 - 27 jan;2 000;;;;
2013;Januari;United Minds;28,3;5,8;4,4;3,1;31,9;6,9;8,4;10,1;1,1;41,6;47,2;-5,6;12,8;21 jan;17 dec - 20 jan;1 451;;;;
2013;Januari;Sifo;29,3;6,2;3,2;4,5;33,6;4,6;9;9,1;0,4;43,2;47,2;-4,0;14;20 jan;7 - 17 jan;1 935;;;;
2013;Januari;Sentio Research;28,3;5,1;2,9;4,7;30;6,5;7,8;14;0,7;41,0;44,3;-3,3;11,4;17 jan;10 - 16 jan;1 034;;;;
2013;Januari;YouGov;27,4;4,9;4,5;4,5;31,4;6,1;8,3;12,5;0,5;41,3;45,8;-4,5;;14 jan;5 dec - 8 jan;1 787;;;;
2013;Januari;Demoskop;30,5;6,4;4,5;2,9;32,7;5,9;7,3;9,2;0,7;44,3;45,9;-1,6;13,5;12 jan;2 - 10 jan;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2012;December;Skop;29,1;6,2;3,9;4,7;31,5;5,3;10,3;7,8;1,2;43,9;47,1;-3,2;9;26 dec;1 - 18 dec;1 003;;;;
2012;December;Ipsos;32,3;5,7;3,4;3,5;33,1;5,3;8;8,2;0,5;44,9;46,4;-1,5;22,9;22 dec;29 nov - 18 dec;2 090;;;;
2012;December;Novus;28,4;6,1;5,1;3,4;32,2;5,9;9;9;0,9;43,0;47,1;-4,1;12,3;22 dec;26 nov - 16 dec;2 000;;;;
2012;December;United Minds;28,9;4,9;4,8;3,8;32;6,7;8,2;9,7;1,1;42,4;46,9;-4,5;11,4;17 dec;12 nov - 16 dec;1 486;;;;
2012;December;Sifo;28,2;5,4;4,5;3,6;32,1;5,9;9,7;10;0,7;41,7;47,7;-6,0;14,9;17 dec;3 - 13 dec;1 897;;;;
2012;December;Sentio Research;28;5;4;4,5;31,7;5,6;8,3;11,6;1,3;41,5;45,6;-4,1;;17 dec;6 - 12 dec;1 045;;;;
2012;December;Demoskop;33,5;5,9;2,9;2,8;32;5,1;8,3;8,6;0,9;45,1;45,4;-0,3;14;10 dec;27 nov - 5 dec;1 000;;;;
2012;December;YouGov;30,3;5,7;3,8;3,5;31,3;6,7;7,1;10,9;0,7;43,3;45,1;-1,8;;10 dec;7 nov - 4 dec;1 418;;;;
2012;December;SCB;28,1;5,5;4,4;3,8;34,8;5,8;8,6;7,9;1,2;41,8;49,2;-7,4;17,8;5 dec;1-25 nov;5 479;;;;
;;;;;;;;;;;;;;;;;;;;;;
2012;November;Ipsos;29,7;5,3;4,4;3,2;34,4;4,5;8,3;8,8;1,4;42,6;47,2;-4,6;;30 nov;8 - 27 nov;;;;;
2012;November;Novus;28,7;5,4;4,1;3,2;32,9;6,6;9,6;8,6;0,9;41,4;49,1;-7,7;12,7;29 nov;22 okt - 25 nov;2 500;;;;
2012;November;Skop;32,2;4,9;3,6;3,2;33,3;6,7;7,5;6,4;2,2;43,9;47,5;-3,6;;23 nov;30 okt - 21 nov;1 011;;;;
2012;November;Sentio Research;28,4;6,7;3;2,7;31,7;7;6,8;12,3;1,4;40,8;45,5;-4,7;12;22 nov;15 - 21 nov;1 002;;;;
2012;November;Sifo;28,7;5,3;4,2;3,5;33,9;4,7;10,1;8,5;1,2;41,7;48,7;-7,0;13,2;18 nov;5 - 15 nov;1 909;;;;
2012;November;United Minds;27,8;6,3;5,1;3,9;31;5,8;8;11,2;0,8;43,1;44,8;-1,7;11,7;12 nov;14 okt - 11 nov;1 255;;;;
2012;November;YouGov;30,7;4,9;4,3;4;32,8;7,4;7;8,2;0,7;43,9;47,2;-3,3;;12 nov;3 okt - 6 nov;1 777;;;;
2012;November;Demoskop;30,3;5,8;4,5;3,7;33,1;4,7;8;9;1;44,3;45,8;-1,5;13,7;9 nov;30 okt - 7 nov;1 003;;;;
;;;;;;;;;;;;;;;;;;;;;;
2012;Oktober;Ipsos;29,4;5,3;4,2;3,8;34,8;6,3;7,2;8,5;0,5;42,7;48,3;-5,6;20,3;26 okt;3 - 23 okt;2 331;;;;
2012;Oktober;Novus;31;6,2;3,9;3,1;33,8;5,7;9,1;6,5;0,7;44,2;48,6;-4,4;13;25 okt;24 sept - 21 okt;2 000;;;;
2012;Oktober;Sentio Research;26,3;6,5;4;4;33,1;6,8;7,7;10,1;1,5;40,8;47,6;-6,8;11,8;19 okt;oktober;1 006;;;;
2012;Oktober;United Minds;28,1;6,1;4,2;3,8;31,4;6,4;8,8;9,9;1,3;42,2;46,6;-4,4;12,5;15 okt;17 sept - 13 okt;1 174;;;;
2012;Oktober;Sifo;28,8;5,6;4,4;3,4;32,1;6,5;10;7,7;1,4;42,2;48,6;-6,4;12,3;14 okt;1 - 11 okt;1 910;;;;
2012;Oktober;YouGov;29,8;5,2;5,6;3,1;31,7;6,5;8,1;9,3;0,7;43,7;46,3;-2,6;;10 okt;5 sept - 2 okt;1 421;;;;
2012;Oktober;Demoskop;31,9;7,2;3,9;2,9;32,6;5,9;7,7;7,1;0,8;45,9;46,2;-0,3;13,2;6 okt;25 sept - 3 okt;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2012;September;Ipsos;30,6;6,3;3,7;3,2;34,7;4,9;9,9;5,8;1;43,8;49,5;-5,7;21,1;29 sept;6 - 25 sept;2 256;;;;
2012;September;Skop;30,3;6,5;4,1;2,9;33,5;6;9,8;6,3;0,5;43,8;49,3;-5,5;9;27 sept;3 - 24 sept;1 000;;;;
2012;September;Novus;31,9;5,5;4,1;3,3;33,9;5,6;8,9;6,1;0,7;44,8;48,4;-3,6;14,6;27 sept;27 aug - 23 sept;2 000;;;;
2012;September;Sentio Research;28,5;4,9;3,6;3,5;32,3;8,2;7,9;9,9;1,2;40,5;48,4;-7,9;12,3;27 sept;september;1 046;;;;
2012;September;United Minds;27,8;5,8;3,3;4,7;33,1;6,9;8,6;8,8;1;41,6;48,6;-7,0;13,1;17 sept;20 aug - 16 sept;1 154;;;;
2012;September;Sifo;28,7;6,6;4,8;3,8;33,3;5,9;8,9;7,2;0,8;43,9;48,1;-4,2;14,7;16 sept;3 - 13 sept;1 913;;;;
2012;September;YouGov;29,3;6,4;4,6;3,9;33,6;5,3;8,4;7,3;1,3;44,2;47,3;-3,1;;10 sept;8 aug - 4 sept;1 430;;;;
2012;September;Demoskop;28,7;6,3;5,1;3,0;34,8;5,8;8,9;6,3;1;43,1;49,5;-6,4;18,4;7 sept;28 aug - 5 sept;1 000;;;;
2012;September;Ipsos;30,9;5,5;4,9;4;35,5;6,1;7,8;4,9;0,4;45,3;49,4;-4,1;22,5;3 sept;9 - 28 aug;2 086;;;;
;;;;;;;;;;;;;;;;;;;;;;
2012;Augusti;Sentio Research;26,6;6,8;3,4;4,1;31,5;6,4;9,7;8,8;2,5;40,9;47,6;-6,7;11;30 aug;augusti;1 037;;;;
2012;Augusti;Novus;30,2;5,7;3,8;3,1;34,8;5,8;9,5;5,9;1,2;42,8;50,1;-7,3;13;29 aug;30 juli - 26 aug;2 000;;;;
2012;Augusti;Sifo;28,5;6,2;4,6;3,4;34,3;6,2;9,9;6,2;0,7;42,7;50,4;-7,7;15,1;26 aug;13 - 22 aug;1 921;;;;
2012;Augusti;United Minds;27;5,9;4,8;4,1;34;5,9;8,3;8,4;1,5;41,8;48,2;-6,4;12,9;20 aug;23 juli - 19 aug;1 187;;;;
2012;Augusti;YouGov;28,2;5,9;4,8;3,6;34,4;5,1;9,6;7,6;0,8;42,5;49,1;-6,6;;13 aug;4 juli - 7 aug;1 797;;;;
;;;;;;;;;;;;;;;;;;;;;;
2012;Juli;Sentio Research;28,8;4,2;4,2;3,1;34,1;7,1;8,3;8,7;1,5;40,3;49,5;-9,2;23,1;30 juli;juli;1 022;;;;
2012;Juli;Skop;31,0;6,5;4,8;3,7;34,2;6,5;8,2;4,7;0,5;46,0;48,9;-2,9;11;13 juli;20 juni - 9 juli;1 003;;;;
2012;Juli;Demoskop;30,8;6,6;3,5;3,7;35,4;4,4;9,1;6,0;0,7;44,6;48,9;-4,3;13,8;6 juli;26 juni - 4 juli;1 000;;;;
2012;Juli;YouGov;28,2;6,5;5;3,1;35,7;5,4;9,6;6,4;1;42,8;50,7;-7,9;;EJ PUB;6 juni - 3 juli;1 409;;;;
2012;Juli;Novus;29,5;5,6;5,1;3,9;33,8;5,8;9,3;5,7;1,3;44,1;48,9;-4,8;10,4;3 juli;28 maj - 29 juni;2 387;;;;
2012;Juli;United Minds;27,0;7,6;4,1;3,4;33,6;6,9;7,6;8,3;1,5;42,1;48,1;-6,0;10,9;1 juli;4 juni - 29 juni;1 153;;;;
2012;Juli;Sentio Research;29,0;7,1;3,9;3,5;32,5;6,3;8,5;7,9;1,3;43,5;47,3;-3,8;10,8;1 juli;juni;1 018;;;;
;;;;;;;;;;;;;;;;;;;;;;
2012;Juni;Ipsos (Synovate);30,7;5,2;5,7;4,2;34,4;5,2;9,5;4,7;0,4;45,8;49,1;-3,3;19,5;29 juni;7 - 26 juni;2 222;;;;
2012;Juni;Sifo;27,6;5,6;4,8;3,9;38,8;4,4;8,6;5,4;0,9;41,9;51,8;-9,9;11,9;17 juni;4 - 14 juni;1 919;;;;
2012;Juni;Skop;31,1;5,5;5,4;2,9;31,9;5,4;9,8;7,0;0,9;44,9;47,1;-2,2;8;15 juni;14 maj - 5 juni;1 000;;;;
2012;Juni;YouGov;29,0;6,8;4,5;3,9;34,5;6,1;8,1;7,1;0;44,2;48,7;-4,5;;10 juni;9 maj - 5 juni;1 380;;;;
2012;Juni;Demoskop;30,8;4,9;4,4;2,4;35,7;6,9;7,7;6,6;0,7;42,5;50,3;-7,8;12,9;8 juni;30 maj - 6 juni;1 000;;;;
2012;Juni;SCB;28,6;5,5;4,7;3,7;37,3;5,9;8,1;5,4;0,8;42,5;51,3;-8,8;18,9;4 juni;2 - 27 maj;5 473;;;;
2012;Juni;United Minds;27,1;6,6;3,4;3,9;34,6;6,5;8,2;8,7;0,9;41,0;49,3;-8,3;10,5;4 juni;7 maj - 3 juni;1 193;;;;
2012;Juni;Ipsos (Synovate);30,3;6,8;4,7;3,6;35,8;4,8;7,8;5,9;0,3;45,4;48,4;-3,0;19,2;1 juni;10 - 29 maj;2 243;;;;
;;;;;;;;;;;;;;;;;;;;;;
2012;Maj;Sentio Research;27,3;5,2;2,6;3,5;35,8;5,7;8,6;10;1,3;38,6;50,1;-11,5;;24 maj;maj;1 048;;;;
2012;Maj;Novus;28,3;6,2;4,5;4,2;36,6;6,1;8,2;4,6;1,3;43,2;50,9;-7,7;10;24 maj;24 april - 21 maj;2 000;;;;
2012;Maj;YouGov;31,1;5,4;5,1;3,6;34,3;5,9;8,2;6,0;0,5;45,2;48,4;-3,2;;14 maj;4 april - 8 maj;1 747;;;;
2012;Maj;Sifo;27,7;5,3;4,5;3,6;36,7;5,3;9,2;6,6;1,2;41,1;51,2;-10,1;11,9;13 maj;2 - 10 maj;1 907;;;;
2012;Maj;United Minds;29,7;6,7;4,6;3,2;34,6;5,6;8,2;6,4;1;44,2;48,4;-4,2;10,9;8 maj;10 april - 6 maj;1 192;;;;
2012;Maj;Sentio Research;28,5;5,2;2,8;3,4;37,9;5,1;7,8;8,2;1,1;39,9;50,8;-10,9;;7 maj;april;1 044;;;;
2012;Maj;Demoskop;30,1;4,7;4,8;3,4;35,5;5,7;10,2;4,6;1,1;43,0;51,4;-8,4;12,4;4 maj;25 april - 2 maj;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2012;April;Ipsos (Synovate);31,8;5,3;4,9;3,2;34,6;5,4;8,9;5,2;0,8;45,2;48,9;-3,7;19,5;28 april;4 - 24 april;2 200;;;;
2012;April;Novus;29,1;5,2;5,1;3,8;35,9;6,5;8,2;5,3;0,9;43,2;50,6;-7,4;10,6;26 april;27 mars - 23 april;2 000;;;;
2012;April;Skop;31;5,7;4,3;2,9;34,9;5,3;8,9;6,1;1;43,9;49,1;-5,2;10;23 april;27 mars - 19 april;1 000;;;;
2012;April;Sifo;29,1;5,1;4,6;4,0;36,8;5,6;9,3;4,7;0,8;42,8;51,7;-8,9;13,9;15 april;2 - 12 april;1 920;;;;
2012;April;United Minds;28,5;4,8;3,6;3,9;35,6;5,7;9,2;7,2;1,6;40,8;50,5;-9,7;11;10 april;12 mars - 9 apr;1 154;;;;
2012;April;YouGov;30,5;5,9;3,7;3,5;34,4;6,3;9,6;5,7;0,4;43,6;50,3;-6,7;;10 april;7 mars - 3 apr;1 401;;;;
2012;April;Demoskop;29,9;5,2;4,2;3,1;34,1;6,5;9,5;6,6;0,8;42,4;50,2;-7,8;13;6 april;28 mars - 4 apr;1 000;;;;
2012;April;Sentio Research;30,2;5,9;4,1;3,5;32,7;6,3;7,8;8,1;1,4;43,7;46,8;-3,1;;1 april;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2012;Mars;Ipsos (Synovate);29,7;6,1;5;3,4;35,6;5,7;9,3;4,2;1,1;44,2;50,6;-6,4;20,2;30 mars;8 - 27 mars;2 502;;;;
2012;Mars;Novus;30,5;5,7;4,8;3,6;32,4;7,3;8,8;5,7;1,2;44,6;48,5;-3,9;8,6;21 mars;21 feb - 19 mars;2 000;;;;
2012;Mars;Sifo;28,7;5,9;4,9;3,5;33,7;6,1;10,3;5,2;1,7;43,0;50,1;-7,1;11,9;18 mars;5 - 15 mars;1 918;;;;
2012;Mars;Demoskop;32,9;5,5;4,9;3,6;29,7;6,3;10,9;5,2;1;46,9;46,9;0,0;11,2;14 mars;29 feb - 7 mars;1 000;;;;
2012;Mars;YouGov;32,1;5,6;4,7;4,2;29,6;8,3;9,4;5,4;0,8;46,6;47,3;-0,7;;12 mars;1 feb - 6 mars;1 754;;;;
2012;Mars;United Minds;29,3;5,8;4,7;4,6;32,5;7,3;7,8;7,5;0,4;44,4;47,6;-3,2;11;11 mars;13 feb - 11 mars;1 161;;;;
2012;Mars;Skop;33,4;6,9;5;3,3;30,8;6,5;9,1;4,5;0,6;48,6;46,4;2,2;9;7 mars;19 feb - 6 mars;1 000;;;;
2012;Mars;Sentio Research;29,7;4,3;4,2;4,6;31,8;7,4;8,1;8,6;1,3;42,8;47,3;-4,5;;5 mars;23 feb - 1 mars;1 035;;;;
;;;;;;;;;;;;;;;;;;;;;;
2012;Februari;Ipsos (Synovate);32,1;6,2;5,0;3,9;29,3;7,7;9,0;5,5;1,3;47,2;46,0;1,2;19,9;24 feb;6 - 22 feb;2 185;;;;
2012;Februari;Novus;32,5;5,5;5,6;4,1;27,2;8,2;10,5;5,8;0,6;47,7;45,9;1,8;10,9;22 feb;24 jan - 20 feb;2 000;;;;
2012;Februari;Sifo;32,9;6,5;5,1;3,8;29,2;6,7;10,5;4,7;0,8;48,3;46,4;1,9;15,6;19 feb;6 - 16 feb;1 928;;;;
2012;Februari;United Minds;32,7;5,0;3,9;4,7;26,0;9,2;10,5;7,2;0,8;46,3;45,7;0,6;;13 feb;27 jan - 12 feb;1 276;;;;
2012;Februari;YouGov;35,8;4,7;4,8;3,1;21,9;10,3;11,7;6,9;0,9;48,4;43,9;4,5;;10 feb;2 jan - 1 feb;1 509;;;;
2012;Februari;Skop;32,9;5,7;4,9;3,7;27,3;7,1;11,5;5,6;1,3;47,2;45,9;1,3;10,0;7 feb;19 jan - 3 feb;1 045;;;;
2012;Februari;Demoskop;32,0;6,7;4,3;3,8;24,8;9,3;11,6;6,3;1,2;46,8;45,7;1,1;13,2;3 feb;25 jan - 2 feb;1 000;;;;
2012;Februari;Sentio Research;31,4;5,3;6,4;3,0;26,5;9,0;9,0;8,3;1,1;46,1;44,5;1,6;;EJ PUB;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2012;Januari;Ipsos (Synovate);35,7;5,8;4,6;3,1;23,7;9,6;10,7;5,8;1;49,1;44,1;5,0;20,1;27 jan;9 - 25 jan;2 141;;;;
2012;Januari;Novus;35,6;5,8;5,4;3,4;22,9;7,6;12,1;6,0;1,2;50,2;42,6;7,6;11,1;25 jan;27 dec - 23 jan;2 000;;;;
2012;Januari;Sifo;32,9;5,6;4,5;4,2;24,6;8,8;11,8;6,9;0,7;47,2;45,2;2,0;13,8;22 jan;9 - 19 jan;1 927;;;;
2012;Januari;United Minds;32,2;6,3;6,3;2,8;23,6;7,9;11,5;8,3;1,1;47,6;43,0;4,6;;16 jan;5 dec - 15 jan;1 732;;;;
2012;Januari;Skop;35,6;5,8;5,5;3,9;25,3;6,1;11,5;5,5;0,8;50,8;42,9;7,9;10,0;13 jan;16 dec - 12 jan;1 006;;;;
2012;Januari;Demoskop;34,1;5,8;5,3;2,9;23,9;5,9;14,6;6,0;1,6;48,1;44,4;3,7;14,1;9 jan;27 dec - 4 jan;1 000;;;;
2012;Januari;YouGov;34,4;6,2;5,0;3,6;24,7;6,4;11,9;6,9;0,9;49,2;43,0;6,2;;9 jan;5 dec - 1 jan;1 406;;;;
2012;Januari;Sentio Research;35,7;5,7;4,5;3,9;24,5;7,5;10,1;7,6;0,5;49,8;42,1;7,7;;1 jan;5 - 18 dec;1 995;;;;
;;;;;;;;;;;;;;;;;;;;;;
2011;December;Novus;34,8;5,6;5,8;3,8;26,2;6,4;11,0;5,4;1;50,0;43,6;6,4;9,8;22 dec;22 nov - 19 dec;2 000;;;;
2011;December;Synovate;35,7;6,5;5,4;3,8;24,2;6,3;12,2;5,5;0,4;51,4;42,7;8,7;20,2;19 dec;1 - 14 dec;1 924;;;;
2011;December;Sifo;34,4;5,5;5,4;4,3;25,4;6,3;12,3;5,2;1,1;49,6;44,0;5,6;13,1;18 dec;5 - 15 dec;1909;;;;
2011;December;Demoskop;36,3;5,9;6,1;3,3;26,1;4,2;11,5;5,1;1,5;51,6;41,8;9,8;13,1;14 dec;30 nov - 7 dec;1000;;;;
2011;December;YouGov;34,3;5,9;4,5;3,4;24,1;6,9;11,2;8,9;0,8;48,1;42,2;5,9;;12 dec;7 nov - 4 dec;1414;;;;
2011;December;SCB;33,4;5,6;5,5;3,8;27,7;5,2;11,7;5,7;1,4;48,3;44,6;3,7;;7 dec;1-27 nov;5 907;;;;
2011;December;United Minds;31,5;7,5;5,5;4,3;25,7;6,6;10,7;6,5;1,7;48,8;43,0;5,8;;5 dec;7 nov - 4 dec;1 242;;;;
2011;December;Sentio Research;34,3;6,4;5,4;4,1;26,6;6,4;9,6;6,4;0,8;50,2;42,6;7,6;;1 dec;7 - 27 nov;2 142;;;;
;;;;;;;;;;;;;;;;;;;;;;
2011;November;Synovate;35,9;6,3;6,3;4,3;25,1;5,3;10,8;5,3;0,7;52,8;41,2;11,6;21,1;25 nov;7 - 23 nov;2 699;;;;
2011;November;Novus;33,7;6,8;5,8;4,0;27,0;6,0;10,1;5,3;1,2;50,3;43,2;7,1;8,3;24 nov;25 okt - 21 nov;2 000;;;;
2011;November;Skop;35,4;7,0;5,2;3,7;26,8;4,2;11,6;4,9;1,2;51,3;42,6;8,7;;21 nov;28 okt - 20 nov;1 017;;;;
2011;November;Sifo;32,8;6,6;6,7;3,2;27,4;5,8;10,0;6,7;0,8;49,3;43,2;6,1;14,4;13 nov;31 okt - 10 nov;1 921;;;;
2011;November;YouGov;32,9;6,5;4,8;3,7;24,7;7,1;10,7;8,4;1,2;47,9;42,5;5,4;;;3 okt - 6 nov;1 748;;;;
2011;November;United Minds;32,8;7,2;4,7;3,6;24,9;6,9;10,6;7,7;1,6;48,3;42,4;5,9;12,3;7 nov;11 okt - 6 nov;1 128;;;;
2011;November;Demoskop;33,4;5,1;4,9;3,2;26,6;6,7;12,6;6,0;1,5;46,6;45,9;0,7;12,9;4 nov;26 okt - 2 nov;1 000;;;;
2011;November;Sentio Research;34,9;6,7;4,9;4,1;25,6;6,9;9,0;7,1;0,8;50,6;41,5;9,1;;1 nov;10 - 23 okt;2 020;;;;
;;;;;;;;;;;;;;;;;;;;;;
2011;Oktober;Synovate;34,0;6,7;5,3;4,0;28,1;5,8;10,0;5,1;1;50,0;43,9;6,1;;28 okt;10-26 okt;2 699;;;;
2011;Oktober;Novus;32,0;5,8;5,7;4,5;29,5;5,9;9,6;6,0;1;48,0;45,0;3,0;9,3;19 okt;21 sept - 17 okt;2 000;;;;
2011;Oktober;Skop;32,6;5,7;7,1;4,0;31,7;4,5;8,7;4,8;1,1;49,4;44,9;4,5;8;17 okt;27 sept - 16 okt;1 012;;;;
2011;Oktober;Sifo;31,1;6,8;4,9;3,8;30,3;6,3;10,1;5,5;1,3;46,6;46,7;-0,1;13,5;17 okt;3-13 okt;1 926;;;;
2011;Oktober;United Minds;29,2;7,0;6,0;3,8;30,0;5,6;10,2;7,1;1,1;46,0;45,8;0,2;8,4;11 okt;12 sept - 10 okt;1 355;;;;
2011;Oktober;Demoskop;32,7;6,2;5,8;4,7;28,2;4,6;10,5;5,9;1,3;49,4;43,3;6,1;16;10 okt;28 sept - 5 okt;1 000;;;;
2011;Oktober;YouGov;31,8;6,4;4,0;4,1;30,1;5,8;10,1;7,0;0,7;46,3;46,0;0,3;;10 okt;;;;;;
2011;Oktober;Sentio Research;31,6;6,4;4,8;3,3;33,5;5,2;7,9;6,7;0,7;46,1;46,6;-0,5;;4 okt;v, 35-37;1 984;;;;
;;;;;;;;;;;;;;;;;;;;;;
2011;September;Synovate;31,7;5,5;5,4;3,8;34,1;4,9;8,3;5,1;1,2;46,4;47,3;-0,9;;30 sept;12-18 sept;2 685;;;;
2011;September;Novus;31,6;6,8;4,9;3,7;33,2;4,8;9,0;5,0;1;47,0;47,0;0,0;8,7;22 sept;23 aug - 20 spet;2 000;;;;
2011;September;Sifo;32,7;5,8;4,5;4,1;31,8;5,4;8,9;5,5;1,2;47,1;46,1;1,0;12,4;18 sept;5-15 sept;1 901;;;;
2011;September;Demoskop;32,5;5,1;5,9;3,4;31;5,9;10,4;4,8;1;46,9;47,3;-0,4;13,7;12 sept;31 aug - 7 sept;1 001;;;;
2011;September;Skop;33,5;6,9;5,2;4,0;30,5;5,1;8,7;5,1;1,1;49,6;44,3;5,3;7;12 sept;22 aug - 8 sept;1 043;;;;
2011;September;United Minds;30,9;6,9;5,3;3,9;32,4;3,3;10,0;6,0;1,4;47,0;45,7;1,3;10,7;12 sept;15 aug - 11 sept;1 306;;;;
2011;September;YouGov;32,7;6,4;4,0;3,6;31,1;4,5;9,5;7,5;0,8;46,7;45,1;1,6;;12 sept;2 aug - 4 sept;1 755;;;;
2011;September;Sentio Research;32,0;6,5;4,0;3,2;33,1;4,8;8,0;7,1;1,2;45,7;45,9;-0,2;;4 sept;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2011;Augusti;Synovate;36,9;7,5;3,8;3,3;32,8;3,7;8,4;2,9;0,6;51,5;44,9;6,6;17,1;26 aug;15-24 aug;1 711;;;;
2011;Augusti;Novus;31,5;6,2;5,2;2,9;34,9;3,9;8,9;5,6;0,9;45,8;47,7;-1,9;11,0;25 aug;26 juli - 22 aug;2 000;;;;
2011;Augusti;Sifo;30,1;7,4;4,3;4,0;32,8;4,3;10,1;6,0;1;45,8;47,2;-1,4;12,2;21 aug;8-18 aug;1 913;;;;
2011;Augusti;Demoskop;31,6;5,8;5,4;2,6;32,5;6,1;9,7;5,2;1;45,4;48,3;-2,9;11,3;;;;;;;
2011;Augusti;United Minds;31,0;6,4;4,4;3,2;31,6;5,0;9,8;7,8;0,8;45,0;46,4;-1,4;8,5;15 aug;3 juli - 14 aug;1 773;;;;
2011;Augusti;YouGov;31,5;7,1;3,4;3,7;30,6;4,3;10,6;7,7;1,1;45,7;45,5;0,2;;8 aug;4 juli - 1 aug;1 408;;;;
2011;Augusti;Sentio Research;31,6;6,3;4,2;3,5;33,7;4,8;8,4;6,4;1,1;45,6;46,9;-1,3;;4 aug;11-31 juli;1 960;;;;
;;;;;;;;;;;;;;;;;;;;;;
2011;Juli;YouGov;32,1;5,9;4,7;3,1;30,6;4,9;10,4;7,2;1,2;45,8;45,9;-0,1;15,8;12 juli;6 juni - 3 juli;1 404;;;;
